Número Identificador,Nome,Orientações em Andamento,Orientações concluidas
0054448406018327,Diego Dias Carneiro,0,27
0054457081507927,Gilson de Oliveira Carvalho,0,6
,Benedito Lima Rodrigues Neto,0,0
0054506764695298,Neiva Terezinha da Rosa,0,1
0054532984748728,Maurice Horst,1,0
0054538049936499,Naiara Ramos,0,0
0054546220891888,Ricardo de Oliveira Encarnação,0,0
0054548807417375,Mery Jaqueline Silva de la Vega,0,0
0054563135513872,Viviane Theodorovicz,0,0
0054564019721789,Guilherme Ricoy Leão,0,2
,Julio Cesar Garcia Padilha,0,0
0054591572692379,Carla Dantés Macedo,0,0
0054602738567018,Luciana de Sousa Santos,0,0
0054614864032438,Denis da Silva Paranhos,0,0
0054619751877741,Carolina Silva Almeida,0,0
0054626292815484,Antonia Ellen Alves dos Santos,0,10
0054664442641446,Aline Matos de Amorim,0,0
0054678495750857,Carolina de Sousa do Carmo,0,0
0054684022872565,Ana Carolina Borges de Oliveira,9,36
,Paulo Henrique D'Angelo Seixas,0,0
0054689792365989,Kelly Arent Della Giustina,0,0
0054710657985643,Vandjore de Mattos Ribeiro,0,0
0054733209774458,Fabiana Rossi Hamacek Aguilar,0,0
0054734449273008,Fernando Wendel Franco,0,0
,Daniel Joseph Gurdak,0,0
0054790178276741,Fabiana Ribeiro do Vale,0,0
0054790838744016,Beatriz Juliana Conacci,0,0
0054794863549103,Andre Carli Philot,0,0
0054821156950169,Gleison Renan Inácio,0,0
0054827049469336,Soraya Zacarias Drumond de Andrade,0,0
0054893782271543,Patricia Cimino Cavalieri Brandão,0,0
0054897360018100,Juliana Figueiró Ramiro,3,0
0054922745686244,Flávio Lopes Guilhon,0,0
0054923127896190,Marcella Evangelista Melo,0,0
0054927780777117,Eduardo Oltramari Engler,0,1
0054935800725123,Renata Julia da Costa,0,0
0054943425339298,Ana Cristina Rodrigues de Oliveira,0,0
0054963170174708,Alisson Curátola de Melo,0,0
0054964169591360,Rafael Gonzalez Rabadan,0,0
0054966741914598,Jhonatan Cabrera Piazentin,0,4
0054992150502835,Elisa de Almeida Gollo,0,0
0054997707930536,Willams Ferreira Souza Barbosa,0,0
,Carlos Eduardo Merlin,1,3
0055024517108813,Márcia Gouveia da Cunha Martins,0,3
0055028266391694,Irene Thome Rabello Laignier,0,0
0055034886308530,Adriano Roberto da silva,0,0
,Renato Montans de Sá,1,1
0055057036335484,Ana Cristina de Deus e Sousa,0,0
0055065597763936,Priscila Nakamura,0,0
0055066250105575,Jean Carlos Padilha,0,42
0055069602391909,Daniel José de Figueiredo,0,0
0055095593134225,Laura Souza Pires do Rio,0,0
0055125769344278,Claudio Ditticio,9,10
0055137093335624,Ana Paula Caetano de Menezes Soares,0,24
0055137256478298,Bruno de Carvalho Costa,0,0
0055158867086542,Leonardo Cartaxo Trigueiro,0,0
0055161482738314,Liriam Samejima Teixeira,0,0
0055163605882942,Maria Clara Azevedo de Carvalho,0,0
,André Maurício Barroso Batista,0,5
0055176963581549,Luana Agostini,0,0
0055177155300443,André Andreolli Spano,0,0
,Stefano Baseggio,0,0
0055181558115276,Pedro José Pires Neto,0,0
0055194700648157,Thalita Faheina Chaves,0,0
0055253013341176,Rogério da Costa Gião,0,0
0055264171410642,Renato Vieira dos Santos,0,0
0055278736156937,Carolina das Neves Francisco Lopez,0,0
,Carlos Eduardo Ortolan Miranda,0,0
0055286650034408,Rubenildo Oliveira da Costa,0,0
0055306755154921,Paulo Cesar Jakimiu Sabino,0,0
0055308656837972,Carla Cristine Francisco,0,0
0055323358300944,Mariene Cavalcante Borba de Albuquerque,0,0
0055330294682201,Lucemario Xavier Batista,0,33
0055336571303289,Fernanda Ribeiro de Lima,0,18
0055337428898293,Flávia Arcari da Silva,0,0
0055339182618179,Helenira Paulino,0,0
0055341397450390,Lirian Filgueiras Mascarenhas,0,3
0055358904421651,Walker Alves da Costa e Silva,0,10
0055396128247800,Willian Lira de Souza,0,0
0055441027102979,Ana Paula Lima Monteiro,0,0
0055443134324992,Daniel Santos Perpetuo,0,0
0055446981496362,Oliver Bellaver Longhi,0,0
,Silvana Edinezia Campos da Luz,0,0
0055453105536590,Luis Adolfo Salinas San Martin,0,0
0055455495793744,Greice Dotto Simões,0,2
0055473944761007,João Batista Franco Borges,0,41
0055476369623165,Cláudia Luisa Mendes,0,0
0055501457075257,Rafael Cassiolato de Freitas,0,14
0055520085907495,Marcelle Almeida Caminha,0,1
,Victor Tomelin,0,0
0055583468120713,Cesar Augusto Chaves e Sousa Filho,0,3
0055584717037622,Giovanni Duarte de Carvalho,0,20
0055595371534051,Maria Thereza Damasceno Melo,0,0
,Arley Couto de Mendonça,0,0
0055606219213325,Eliane Semidei de Souza-Lima,0,1
0055625182248851,Janaina Thais Lanaro,0,0
0055633878210921,Simone Aparecida Ribeiro de Mattos,1,8
0055647751253998,Eduardo Lucas Sousa Eneas,0,0
0055648988204890,Brunno José Fagundes,0,1
0055651067752946,Jampierre Vieira Rocha,0,3
0055680384673702,Leonardo Luiz de Souza Rezio,0,5
0055692841759980,Diego Lacerda de Souza,0,0
,Rebeca Manzano Gutierrez,0,0
,José Antônio Bressani,0,2
,Ricardo Sobreira Bezerra,0,0
0055747280970622,Rafaela Milanesi,0,3
,Marcia Cristina Pinheiro Bertoldi,0,0
0055763002374301,Carlos Henrique Ferreira Santos,0,0
0055769452421787,Vinícius Yepez do Lago,0,0
0055807240718357,Denise Pinho Pereira,0,0
0055812991545985,Juliana Louzada Medeiros,0,2
0055855515983344,Bethania Silva Santos,0,0
0055867400083268,Paulo roberto cidade moura,0,0
0055886331870945,Kenia Silva da Rosa,0,0
0055891797927041,Nara Cristine Strelow,0,0
0055906421540500,Marcelo Bernardes Farina,0,0
0055936564890767,Leila Tibiriçá de Carvalho,0,6
,Eduardo Henrique Cordeiro Gonçalves,0,0
0055952513504523,Michael Lucena de Souza,0,0
0055977135771610,Profirio Alves de Sousa Junior,1,4
0056008556305623,Hameed shah,0,0
0056014213936215,Diego da Silva Vasconcellos,0,0
0056019603796905,Clovis Laurindo da Silva,0,2
0056023356240776,Mariana Dal'Ri,0,8
0056041582542136,Leonardo Campos Inocencio,3,4
0056071896043173,Luiz Claudio Lima,0,0
0056083168487196,Luiz Cezar Tiberio,0,0
0056085814873216,Everton Barbosa Vaz,0,0
0056091122692418,Annelise Campos Gonçalves,0,0
,Wellington Luiz Bezerra,0,0
0056108395678022,José Lancart de Lima,0,3
0056114444286728,Lia Ganc,0,26
0056126015443324,Eliane Maria Medeiros Leal,0,7
0056138326839260,Juan Alberto Sansano Estradera,0,0
0056142262654412,Fabiane Mazurok Schactae,0,2
0056159015431800,Orlandemberg Pereira Silva,0,15
0056168473668390,Andressa Santos Takao,0,0
0056208983647376,Sônia Inês Ferronatto,0,0
0056217211659456,Rosana Lacerda Coelho Fernandes,0,0
0056223435095420,Vilmar Araújo Lopes,0,23
0056278668988964,Sandra Carla Pereira Barbosa,1,0
0056289786523753,Gabriela Lira Carneiro,0,0
0056294587384113,Willian Fernando Peplow,0,0
,Liliana Santoro Santos,0,0
0056315478496101,Marcos Antonio de Jesus,0,0
0056340986329931,Marina Leite de Barros Baltar,0,4
0056345587427604,Dirceu Lima dos Santos,0,8
0056348248989718,David Ebuka Arthur,0,0
0056359455863784,Samir Alves Daura,0,9
0056373402351315,Andreza Cristina Mantovani,9,21
0056376353541262,Alexandre Auto de Alencar,0,0
0056376902998554,Fênix Porto Pontes,0,0
0056379130868569,Ana Paula da Silva,0,0
0056390951946342,Renata Nóbrega Figueiredo,0,0
0056391055694887,Lucas Umpierre Conter,0,0
,Israel Patrício dos Santos Viana,0,0
0056450414832015,Alexania Rossato,0,0
0056450695878238,Luciane Rodrigues Sales,2,0
0056457738463543,Marcelli Cristine Vocci,2,1
0056461913918155,Anderson Ricardo Ingracio,0,0
0056489291663771,Luiz Artur dos Santos da Silva,0,0
0056495114404872,Felipe Petik Pasqualotto,0,0
0056498286814739,Vanessa Perlin Ferraro de Avila,0,0
0056506086636427,Julio Miguel Grandez Rios,0,0
0056511977392702,Muhammed Al-Shahid Francinsky Yashar Salles Junior,0,0
0056522906128231,José Fábio de Lima Nascimento,1,16
0056534203066666,Raphael Lucas Jacinto Almeida,0,0
0056552951432205,Diego Buchinger,0,0
0056554736656998,Fernando de Oliveira Mendonca,0,4
0056555254261497,Felisbela Antonia da Costa,0,0
0056558821555609,Filipi Naspolini Formanski,0,0
0056563563325281,Leidiane Santana Rocha,0,0
0056579418524518,Pedro Carvalho Rocha,0,0
,Kelly Valcárcel Delgado,0,0
,Maria José Tafner Pace,0,72
,Deborah Sales Belchior,0,5
0056610871159272,Carlos Alberto Pires de Castro Filho,0,3
0056636605231229,Rodrigo de Almeida Laranjeira,0,0
0056637076971461,Carlos Eduardo Gomes do Egito,0,0
0056638276914173,Antônia Clarycy Barros Nojosa,0,1
,Rosileny Lie Yanagawa,0,0
0056673232609526,Ana Paula Pinheiro de Assis,0,0
0056678198117450,William Maia Coutinho,0,0
0056680443849207,Cintia Terezinha Rosa,0,0
0056682300900458,Fernanda Honnef,0,0
0056700355404261,Cristiane Calixto da Silva,0,0
,Vilma Marlene Maciel Mezo,0,0
0056738127774489,Maria do Socorro Roberto de Lucena,0,7
0056774290468213,Honório Nicholls Pereira,0,0
0056802304918635,Linair de Jesus Martins Giacheti,0,0
0056812136373502,Diana Aparecida de Lima,1,0
0056821339864083,Vinicius de Campos Paraense,0,16
0056825203858932,Josiane Romancini,0,14
0056842111236010,Ana Chhaya Azevedo kohli,0,0
0056867056180457,David Daou,0,0
0056868892099880,Rafael Carlos Cardim,0,0
0056869041583779,Silvia Regina Silva Mota,0,0
0056877753438935,Bruna Peruzzo Rotta,0,0
0056881558478638,Raiane Teixeira da Silva,0,0
0056882864805606,Luna Assis Gonçalves,0,0
,Douglas Mochi Victor,0,0
0056924460421764,Aline Cardoso Richter,0,0
0056927082945939,Oséas Arruda Ciriaco,0,0
0056927461041115,Fernando Garcia de Oliveira,0,0
0056991766453553,Mario Stuani,0,0
0057011893600305,Ettore de Carvalho Oriol,0,0
0057026510176361,Danielle Mayumi Campos Tamaki,0,7
0057036699170852,Luiz Rodolfo Kusuki,0,0
,Clever Guimarães Esturilho,0,2
0057060201984385,Fabrício Siqueira de Oliveira,0,0
,Jocilene Ferreira Torres,0,0
0057067016836854,Hilton Alexandre de Oliveira,0,0
0057090214682107,Gustavo Becker Monteiro,0,0
0057107020244877,Igor Eduardo Mascarenhas,0,0
0057128872869520,Anderson Luís de Souza,0,0
0057150745705635,Jonas Batista de Alencar,0,0
0057151823642811,Maria Rita Cardoso Albano,0,4
0057158855616315,Luciane Isabel Berno Reato,0,0
0057160823931184,Verônica Farias de Vargas,0,12
0057217617846619,Fernando Brito de Lacerda,0,0
0057233655721763,Carolina Sandra Garfias Yamashita,2,5
0057238237327111,Janaína Botelho Perotto,0,0
0057252074635406,Camila Ester Hollas,0,0
0057252319308416,Pedro Henrique Costa Cruz,0,0
0057255520604728,Silvia Maria Maia Xavier,0,1
,Gesilda Maria Benevenuto das Chagas,0,0
0057353888004195,Samuel Amorim de Souza,0,0
0057362803980278,Rossana Ghilardi,2,14
0057386303618035,Lívia Arruda Costa,0,9
0057401122821906,Francisco Eric Vale de Sousa,0,36
0057401896893819,Gabriela Farah Dias,0,0
0057406030967890,João Mauricio Batista Filho,0,0
0057411568604643,Rodrigo Tinoco Figueroa,0,3
0057423446433221,Julimar da Silva Fonseca,0,0
0057442058369605,Lorenna Fernandes Leal,0,0
0057460407344189,Lorena Monteiro Gomes,0,2
,Eduardo Dantas de Almeida Furtado,0,0
0057479343970581,Marcia Ilone Klipstein Weissheimer,0,0
0057511174108228,Fernanda Machado de Miranda,13,15
0057520126263724,Gábor Gyula Julius Szakács,0,0
0057544268505269,Ricardo Cesar Pimentel Chaim,0,1
0057589272757471,Felipe Martins Reis,0,0
0057620284916583,Ricardo Sidi Machado da Silva,0,0
0057658242151585,Cristiano Fetter Antunes,0,0
0057679858370672,Betina Isabel Henz Müller,0,0
0057709953798900,Ademir Fernandes Gonçalves,0,71
0057738325471073,Flávia Ferreira Persechini Valle,0,0
0057744612390378,Isabella Valentini Daher,0,0
0057747442860981,Maria Inês de Freitas,0,0
0057756071799692,Paulo Emilio Pessoa Lustosa Cabral,0,0
0057765735070534,Edgar Henrique Hein Trapp,0,64
0057782447157896,Natiely Quevedo dos Santos,0,1
0057810164911382,Raphaela Beserra Ramalho,1,0
0057825606813032,Wolmer Dias Quaresma Junior,0,0
0057826590825537,Charles Dias de Almeida,1,11
0057835204165150,Manuele Eufrasio Saraiva,0,1
0057836890476964,Aline Elisângela Schulz,0,0
0057860000621609,Vânia Cristina Dourado,0,11
0057907745892434,Letícia Furtado dos Santos,0,0
0057908413047026,Raimundo Cesário Silva Junior,0,0
0057917262866917,Levi Maia Araújo,0,0
0057919196647488,Kauara Rodrigues Dias Ferreira,0,0
0057926787344329,Laércio Fermino de Toledo Júnior,0,0
,Francisco de Borja López de Prado,0,0
0057989911595295,Bolivar Soares,0,49
0057996464555973,George Feitosa Carvalho,0,0
0057997280529179,Victor Santos Rufino,0,0
0058012431496564,Thiago Henrique Martinelli,0,0
0058057562185321,José Rafael Barbosa Rodrigues,0,1
0058067724950278,Willian Alessandro D'Mengeon Lacerda,0,0
0058074749911450,Thaís Mara Dias Gomes,5,5
0058079402147474,Michel Madson Alves Cabral,0,0
0058081254535330,Maria Cristina Rodrigues Fernandes,0,0
,Luciana Von Ha de Oliveira Stringheta,0,0
0058144721968786,Cláudia Regina Vargas,0,0
0058183294122690,Pedro Henrique Soares Santos,0,0
0058186465539075,Luciana Picanço Pereira,2,23
0058216016593116,Islame Felipe da Costa Fernandes,0,0
,Adriana Rachel de Moraes Crété,0,0
0058289637972059,Ezequiel Vitório Lini,0,1
0058292977945034,Sílvia de Moraes Nastari Zeni,0,0
0058298273364111,Camila da Silva de Souza,0,0
0058322978790286,Andre Canuto de Figueiredo Lima,0,0
0058365682018925,Gabriel Jungles Fernandes,0,0
0058385415577772,Priscilla Araújo Victor,0,0
0058386256169553,Rodrigo Pereira Antunes,0,0
0058387084368972,Fernando Kuschnaroff Contreras,0,27
0058406904328016,Maria Jose Alves Cabral,0,0
0058413405263951,Thayane Pereira Macedo,0,0
0058422617602489,Marcelo Paes Ferreira da Silva,0,0
0058428588315489,Francisca Flavia Loureiro Costa,1,1
0058434994479660,Rafael Rodrigues Bastos,0,7
0058440585934999,Jedilson Cavalcanti de Amorim,0,0
0058442608416598,Lennyse Teixeira Bandeira,0,0
0058459094768513,Luiz Carlos Tomaz Silva,0,0
0058462991174295,Kleber Mazione Lima Ferreira,0,1
0058475323049925,Maria Isabel Roveri,0,0
0058482725171000,Alvaro de Freitas Viana,0,0
0058501239133325,Fábio Cristiano Rabelo,0,0
0058524584930654,Jenniffer Camargo,0,0
0058528916213354,Renata de Godoy e Silva,0,0
0058545758922862,Daniela Almeida de Tunes,0,0
0058575665476813,Mônica de Oliveira Rocha,0,0
0058613506735191,Douglas Alves dos Santos,0,0
0058621547010863,Marilena Pinheiro Souza da Silva,0,0
0058638999593837,Débora Nazaré de Freitas,0,0
0058650634526154,Jairo Farley Almeida Magalhães,0,0
0058684222035148,Carolina Freitas do Carmo Rodrigues,0,0
0058748201510245,Fabiana Pimentel de França,0,0
0058775652282292,Andreia Silva dos Santos,0,0
0058778653499775,Stelio Jacomo Storti,1,3
0058778732341780,Cláudia Maria Pereira Alves,1,2
0058782737252453,Tiago Caruso,0,0
0058785649666554,Fabiano Eloy Atílio Batista,5,2
0058794165752078,Maria de Sousa Santos Bezerra,0,19
0058794441165783,Daniela de Souza Motta,0,0
0058794892062532,Beatriz Lazera de Lima Paes Pinheiro,0,0
0058799157705629,Massayuki Yamamoto,0,0
0058811640143944,Tainara Leal de Sousa,0,0
0058818306514964,Ricardo Dias Ortt,0,9
0058835992872499,Ricardo Tadashi Takeyama,0,0
0058837127720507,Luís de Freitas Júnior,0,0
,Marcos Rebuá dos Santos,0,0
,Silvana Gurgel Teixeira,0,0
0058890539801516,Keila Paula Leal Silva Martins,0,0
0058914943112867,Sthefany dos Santos Sena,0,0
0058915187351135,Rosane Maria Mota,0,0
0058927112467590,Maria Arlete M Costa,0,0
0058938448362114,Vinicius Azevedo de Medeiros,0,2
0058954256754910,Alexander Motta de Lima Ruas,49,81
0058961478996257,José Batista de Souza Filho,0,0
0058967729934436,Fernanda Morais Monteiro Carneiro,0,0
0058988078767964,Mariana Cacilda Almeida de Araújo,0,0
,Tamara Santana Silva,0,0
,Sônia Maria de Araújo Peixoto,0,7
0059049782527066,Cléverson Santos Acypreste,0,4
0059053959769159,Adriane Faria de Almeida,0,37
0059080823106420,Madson José Nascimento Quaresma,0,5
0059084010304767,Hélder Silva de Melo,0,0
0059110378589505,Maria do Socorro da Silva,2,0
0059179744621157,Guilherme Rodrigues Leite,0,0
0059221043399777,Moises Savedra Omena,0,10
0059226227480272,Luiz Felipe Fonseca da Rocha,0,0
0059260947002826,Elizabeth Abreu Caldeira Brito,0,0
0059269338439104,Geanine Rosalina de Deus,0,4
0059284423137291,Alexandre Fonte de Mesquita,0,0
0059298803145387,Patricia Karin de Almeida Rodrigues,0,0
0059304692626316,Jeferson Luis Dick,0,0
0059316943485269,Cláudia Salomão Moya,0,0
0059319221557986,Paulo Ricardo Fernandes de Lima,0,9
0059324264604443,Alexandre Pilan Zanoni,0,0
0059341571852947,Abel Botelho Quaresma,1,3
0059348437616590,Rodrigo Jan Arkader,0,5
0059360391157872,Nathalia de Oliveira Melo,0,0
0059374446983903,Olívia do Rosário Soares,2,3
0059380969594588,Paulo Warpechowski,0,2
0059392810925113,Gustavo Pereira Mardegan,0,0
0059444383455266,Lorena Carvalho de Morais Sandes,0,0
0059466694777448,Carlos Meneghetti,0,0
,Eliana Fernandes Furtado,0,2
0059526491446654,Otávio Cury da Costa Castro,0,0
0059531046348918,Paulo Cesar Burgos,1,9
0059539841695701,Ana Claudia Cardoso Santos,0,86
0059554417402743,Alexandra Marie van Riel,0,0
0059565795116870,Jayme Augusto Menegassi Azevedo,11,39
0059569278204238,Lauriene Araújo de Oliveira,0,49
0059590790029948,Susyanne de Lima Figueredo Duarte,0,0
0059598343521918,Dora Neuza Leal Diniz,0,32
0059602479808369,Camila Leal Vieira,2,17
0059613793665644,Liane Viana Santana,0,1
0059614458281070,Juliano Choi Rodrigues,0,0
0059624891237367,Magali Simone de Oliveira,1,6
0059629384560342,Almerinda Castro de Oliveira,0,0
0059632837327140,Fernando Dal Sasso Mendonça,0,3
0059639946204485,Giselle de Fátima Nascimento dos Santos Cavalcante,0,0
0059654233994238,Rinaldo Façanha Morelli,0,0
0059675803739684,Juliana de Paula Batista,0,20
0059678401885210,Ana Carolina Arantes,2,0
0059689779407393,Camilla Côrtes Carvalho Heitor,0,11
0059695267426418,Rômulo Pereira de Almeida,0,0
0059698011722354,Bianca Aparecida de Luca Cillo,0,18
0059700925553358,Graciele Silva Rezende,0,18
0059703179131884,Ivan Fernando Otalvaro Calle,0,1
0059715381469891,Samuel Cabanha,14,9
0059726863448365,Anderson William Simões Borges,1,2
0059734408175263,Vivieni Lara Machado,0,7
0059768790734609,Adriana Aparecida Pezzotti Zangirolami,0,12
0059778105712390,Bruno Guimarães Ventorim,0,0
0059781618871461,Gilberto Pilecco Fagúndez,0,0
0059802865446391,Ary Haroldo Carvalho Cavalcante,0,0
0059804377887969,Felippe Alves Pereira,0,0
0059830627250115,Enderson Cleyton Santos Costa,0,0
0059841232443465,José Alberto Teixeira da Silva,0,1
0059843229267269,Solange Maria de Azevedo Gomes,0,9
0059846848682451,Tarcisio Augusto de Bonfim Gripp,0,0
0059848429093366,Renan Brasil Cavalcante Citó,0,0
0059862300626450,Vânia Maria Henrique Lima,0,0
0059875306992924,Flavio Augusto Brito Marcelino,0,0
0059879512179391,Gilberto Severino Júnior,0,0
0059887498247416,Paulo André Lima Borges,0,0
0059889738659782,Eliana Portela Gonçalves Martinez,0,0
0059921286352385,Márcia Baião de Azevedo Ribeiro,0,0
0059930271523051,Reinaldo Fernandes,0,19
,Elisiane Fuhrmann,0,0
0059967476882034,Felipe Miranda Azevedo,0,0
0059977654277309,Ricardo Batista Rosa Junior,0,0
0060001955028776,Andrea Elisabet Wendland,0,1
0060002235517553,Pedro Ludovico de Goias e Silva,0,0
0060021680902165,Fábio Pereira Figueirêdo,0,18
,Eneida de Mattos Faleiros,0,0
0060063928717391,Fabio Roberto Kinas,0,0
0060067689625315,Leandro Amêndola Corrêa,0,0
0060078914250202,Onofre Dardengo,0,0
,Dionísio Dias Carneiro,0,52
0060095958217602,Weser Francisco Ferreira Neto,0,19
0060111046325377,Alexandre Schneid Neutzling,0,0
0060112623611067,Valdirene Maia Argolo,0,1
0060131001310118,Danyelle Almeida Aragão,0,0
0060135513760478,Paulo Ernesto Monteiro Gomes,0,0
0060166489667034,Paulo Antônio Brudna Sogari,0,0
0060176966639966,Marcella Simonetti Pasolini,0,5
0060195618711355,Sandra Guimarães Ferreira Alvim,0,0
0060242625095838,Júlia Nery Tavares,0,0
0060260267020568,Daniela Palhares Turchetti,0,0
0060271410785951,Janaina Harder,0,0
0060297920647688,Plynio Thalison Alves Nava,0,0
,Bruno Coprerski,0,0
0060323522009927,Bianca Ressetti da Silva,0,0
,Priscila Rocha de Souza,0,0
0060358353138270,Rodrigo Almeida Bergamo Ferrari,0,0
0060384533352778,Claudinea Soto da Silva,0,0
0060415734420901,Telma Maria de Souza Geovanini Onofre,0,45
0060418659623891,Paulo Kazushi Koga,0,0
0060432346041126,Daniel Bicalho Viegas,0,0
0060438910007642,Alessandra Bernardo Rosemberg,0,0
0060447737535597,Keli Tieko Suzuki,0,0
0060456533068888,Dayana Ladeira Macedo Pereira,0,0
,Germanus Strazzeri,0,0
0060475540326415,Emilly Souza Marques,0,13
0060493498536274,Hermes Guimarães Honorato,0,0
0060503881500901,Luiza Barbosa Petersen Mendes,0,0
0060512530192961,Neusa de Almeida Victor,0,0
,Marina Hjertquist Tremeschin Balistiero,0,0
0060523682758295,Marília Moura e Mendes,0,0
0060558736924975,Maura Carolina Belomé da Silva,0,0
0060575161435050,Viviane Machado,0,11
0060577331675556,Theara Cendi Fagundes,0,0
0060588435189078,Wendel Mendes Dantas,0,0
0060591984113678,Letícia da Silva Nigris,0,0
0060620288322667,Paulo Soares Barreto Filho,0,0
,Nélio Mauro Aguirre de Castro,0,0
0060647210673550,Mellyna Delfino Ferreira Soares,0,0
0060671254669125,Ronaldo Juliatto,0,0
0060698230270724,Matheus Justino Candido,0,0
0060704324791294,Arthur Gomes de Castro,0,0
0060727360695944,Telma Ferreira da Silva,0,17
0060738160626830,Maria Raimunda Costa Holanda Llorens,0,0
0060738400160285,Piero Rosa Menegazzi,0,0
0060759710977257,Magno Fonseca Santos,0,0
0060781584567319,Andressa Santana Santos,0,0
0060801116443680,Francisco Lunásio da Silva Lima,0,3
0060813881307852,Cláudia Isabel Ribeiro Santos,0,0
0060818063160966,Francisco Cleiton Alves,3,43
0060825081821069,Leandro Inakake de Souza,0,0
0060859710250500,Helena Maria Chaves Boal,0,0
0060894503317060,Julio Cesar Cardoso,0,7
0060921781145266,Sara Nunes de Souza,0,0
0060924393082530,Kathe Regina Altafim Menezes,2,39
0060930828573795,Lizandra Caroline Alves,0,0
0060940396762422,Guilherme da Silva Veloso,0,0
0060946018755032,Marina Rozendo Silva,0,0
0060953462467299,Graziela Maciel,0,0
0060958019410681,Cecilia Helena Marques Ambrizi Piovesan,0,0
0060988187655713,Fernando Andreacci,0,0
0060992577344989,Geovana Santana da Silva,0,3
0060995911027838,Fábio Andrade Padilha,0,10
0061026459615177,Alessandra Mayumi Nakata,0,0
0061030998254681,Regina Célia Furukava Shin,0,0
0061037912888557,Cintia Cristina Escudeiro Biazan,0,0
0061049373131141,Lauren Pieta Canan,0,0
0061088492842217,Palmireno Couto Moreira Neto,0,0
,Giovanni Cardoso Pacheco,0,4
0061145463575427,Márcia Cristina Florêncio Fernandes Moret,0,13
0061145643196855,Luciana Dantas Figueiredo Barbosa,0,0
0061146519558869,Ana Stela de Almeida Silva,0,0
0061156359446592,Adriana Maria Donini,0,0
0061197080567873,Maria Aparecida Araújo Mendes,0,0
0061273572135567,Maria Vânia Nogueira do Nascimento Peres,1,74
0061289240096023,Cláudia Aparecida Vieira,0,0
0061300655367918,Alexandre Calheiros Alvarenga,0,26
0061312726100041,Bruno Gonçalves Silva,0,0
0061329426105924,Paulo Clébio do Nascimento,0,19
0061334339660163,Leandro Rodrigues de Souza Azevedo,0,0
0061334945298637,Fernanda Torquato Braga Silva,2,0
0061340930309516,Gustavo Onofre Andreão,0,0
,Mirian de Castro Rodrigues,0,2
0061346022572103,Angela Maria Martins,0,0
0061351798332950,Luciana Santos Pimentel,0,1
0061360171253164,Marcelo Leandro Garcia,0,22
0061380077521303,Leonardo Miranda Maioli,0,0
0061398004827244,Pétra Pereira de Sousa,0,0
0061410604361031,Rodrigo Coury Souza Meirelles,0,0
0061412147971401,Maria do Socorro Bezerra de Lima,0,13
0061415619122233,João Júnior da Silva Machado,0,0
0061454012466490,Diego Melo King,0,0
0061456064969035,Janaina de Araujo Evangelista Dourado,0,0
0061459113055437,Rita de Cássia de Oliveira Lima,0,0
0061462164925901,Renato Márcio Martins de Campos,0,173
0061473632620211,Maria Eugênia Alves dos Santos Maia,0,0
0061486564642800,Luiz Fernando Soares de Castro,0,58
0061494770403092,Aimê Santiago Vilela,0,0
0061496042267241,Marcelo Cordeiro da Silva,0,0
0061506039405027,Marcos Alverni Nannetti,0,0
0061506524811296,Francisco Roberio de Abreu,0,0
0061515079041898,Cristiane de Mesquita Silva,0,0
0061529822290587,Renê Gomes da Silva,0,0
0061531327847708,Francilene Laureano Moreira Krzisch,0,0
0061555290962817,Filipe Almeida Carvalho Gonzaga,0,1
0061556847589945,Daiane Priscila Sampaio Bussola,0,0
0061558157102852,Cíntia Pavani Motta Rocha,0,133
0061582346933293,Felipe de Alva Escuredo D'Orazio,0,0
0061588550052768,Mercia Valéria Campos Figueiredo,0,0
0061598820686517,Luiz Carlos Delphino de Azevedo Junior,0,34
0061623894813177,Sara Ferreira Coelho,0,8
0061629956128418,Flávia Roberta de Gusmão Oliveira,0,9
0061635775272027,Alexandre Dittrich Buhr,0,8
0061642950131024,Patricia Vieira da Silva,0,0
0061644918946718,André Arthur Dutra,0,0
0061655734770746,Alyson Gomes Vaillant,0,0
0061666913317096,Cristiane Turano Mota Malveira,0,1
0061685969503666,Anderson do Nascimento Pereira,3,27
0061700302848133,Theopi Alexandra Varvakis Rados,0,1
0061707062368154,Juliana Burguez Tonon,0,0
0061711985233710,Letícia de Oliveira Ferreira,0,0
0061714518282049,Elisabeth Silva de Vieira Moura,0,0
0061714575954361,Silvia Maria Costa Amorim,2,20
0061741051523049,Marcos Antonio Ruano,0,0
0061742874560549,Maria do Socorro de Azevedo Borba,0,60
0061806279669181,Cristiane Yumi Nakamura,0,0
0061813272603074,Silvana Monteiro de Farias,0,5
0061829196465186,Mayra Laborda Santos,0,0
0061849067287037,João Rocha Pereira Paganini Neto,0,0
0061854588226212,Luciana Girão de Vilhena,3,35
,Miguel Angelo Pedroso de Vargas,0,0
0061860068492473,Daniela Langer Ferreira,0,0
0061865751038310,Vinicius Lopes da Cunha,0,0
0061896505778855,Elizabeth Reichert Serraglio,0,1
0061901378279702,Darli Magioni Junior,0,0
0061934124494029,André Sousa,0,0
0061950177331715,Daniel Wartchow,4,16
0061952240650662,Cintia Leite Gonçalves,0,10
0061959643338654,Elton Carlos Pereira Vieira de Alencar Teles,0,5
0061966690687918,Jucimara Martins dos Santos,1,43
0061972542967244,Marlene Rocha,0,0
